,school_name,t_class,t_title,t_level,t_mingrade,gt_class,gt_title,gt_ch
674,Talladega College,PHY  102,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
675,Talladega College,PHY  210,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
676,Talladega College,PHY  220,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
677,Talladega College,PHY  312,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
678,Talladega College,PHY  320,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
679,Talladega College,PHY  322,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
680,Talladega College,PHY  330,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
681,Talladega College,PHY  412,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
682,Talladega College,PHY  432,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
683,Talladega College,PHY  440,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
684,Talladega College,PHY  496,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
685,Talladega College,SS  101,Transfer Course,Undergraduate,C,SS  1XXX,Social Science Elective,3.0
686,Talladega College,SS  102,Transfer Course,Undergraduate,C,SS  1XXX,Social Science Elective,3.0
687,Trenholm State Community Coll,CIS  146,Microcomputer Applications,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
688,Trenholm State Community Coll,ENG  092,Basic English I,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
689,Trenholm State Community Coll,ENG  093,Basic English II,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
690,Trenholm State Community Coll,ENG  101,English Composition I,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
691,Trenholm State Community Coll,MTH  090,Basic Mathematics,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
692,Trenholm State Community Coll,MTH  104,Plane Trigonometry,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
693,Trenholm State Community Coll,MTH  116,Mathematical Applications,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
694,Trenholm State Community Coll,MUS  101,Music Appreciation,Undergraduate,C,HUM  1XXX,Humanities Elective,3.0
695,Trenholm State Community Coll,ORI  101,Orientation to College,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
696,Trenholm State Community Coll,PSY  200,General Psychology,Undergraduate,C,PSYC  1101,General Psychology,3.0
697,Trenholm State Community Coll,SPH  106,Fundamental Oral Communication,Undergraduate,C,FREE  1XXX,Free Elective,3.0
698,Troy University,ACT  2291,Transfer Course,Undergraduate,C,ACCT  2101,Accounting I,3.0
699,Troy University,ACT  2292,Transfer Course,Undergraduate,C,ACCT  2102,Accounting II,3.0
700,Troy University,ART  1133,Visual Arts,Undergraduate,C,HUM  1XXX,Humanities Elective,3.0
701,Troy University,ART  133,Transfer Course,Undergraduate,C,HUM  1XXX,Humanities Elective,3.0
702,Troy University,BIO  100,Transfer Course,Undergraduate,C,ET  LAB,Credit Awarded w/Lab Section,0.0
703,Troy University,BIO  100L,Transfer Course,Undergraduate,C,BIOL  1510,Biological Principles,4.0
704,Troy University,BIO  1100,Principles of Biology,Undergraduate,C,ET  LAB,Credit Awarded w/BIO L100,0.0
705,Troy University,BIO  1101,Organismal Biology,Undergraduate,C,ET  LAB,Credit Awarded w/BIO L101,0.0
706,Troy University,BIO  L100,Principles of Biology Lab,Undergraduate,C,BIOL  1510,Biological Principles,4.0
707,Troy University,BIO  L101,Organismal Biology Lab,Undergraduate,C,BIOL  1520,Intro to Organismal Biol,4.0
708,Troy University,BIOL  1100,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
709,Troy University,BUS  1101,Introduction to Business,Undergraduate,C,FREE  1XXX,Free Elective,3.0
710,Troy University,CHI  1101,Introduction to Chinese I,Undergraduate,C,CHIN  10X1,Trans Elementary Chinese I,3.0
711,Troy University,CHM  1142,Transfer Course,Undergraduate,C,ET  LAB,Credit Awarded w/ Lab Section,0.0
712,Troy University,CHM  141,Transfer Course,Undergraduate,C,ET  LAB,Credit Awarded w/Lab Section,0.0
713,Troy University,CHM  141L,Transfer Course,Undergraduate,C,CHEM  1XXX,Chemistry Elective,4.0
714,Troy University,CHM  142,Transfer Course,Undergraduate,C,ET  LAB,Credit Awarded w/Lab Section,0.0
715,Troy University,CHM  142L,Transfer Course,Undergraduate,C,CHEM  1310,General Chemistry,4.0
716,Troy University,CHM  143,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
717,Troy University,CHM  143L,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
718,Troy University,CHM  3342,Transfer Course,Undergraduate,C,CHEM  2311,Organic Chemistry I,3.0
719,Troy University,CHM  3343,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
720,Troy University,CHM  342L,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
721,Troy University,CHM  343L,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
722,Troy University,CLA  2260,Transfer Course,Undergraduate,C,HUM  2XXX,Humanities Elective,3.0
723,Troy University,COM  2241,Fundamentals of Speech,Undergraduate,C,FREE  1XXX,Free Elective,3.0
724,Troy University,CS  2250,Computer Science I,Undergraduate,C,CS  1301,Intro to Computing,3.0
725,Troy University,CS  3310,Foundatns of Computer Science,Undergraduate,C,CS  2XXX,Computer Sci Elective,3.0
726,Troy University,ECO  2251,Transfer Course,Undergraduate,C,ECON  2105,Prin of Macroeconomics,3.0
727,Troy University,ECO  2252,SEE COMMENTS,Undergraduate,C,ECON  2106,Prin of Microeconomics,3.0
728,Troy University,ECO  252,Transfer Course,Undergraduate,C,ECON  2106,Prin of Microeconomics,3.0
729,Troy University,ENG  090,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
730,Troy University,ENG  091,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
731,Troy University,ENG  101,Transfer Course,Undergraduate,C,ENGL  1101,English Composition I,3.0
732,Troy University,ENG  102,Transfer Course,Undergraduate,C,ENGL  1102,English Compostion II,3.0
733,Troy University,ENG  103,Transfer Course,Undergraduate,C,ENGL  1101,English Composition I,3.0
734,Troy University,ENG  1101,Transfer Course,Undergraduate,C,ENGL  1101,English Composition I,3.0
735,Troy University,ENG  1102,Transfer Course,Undergraduate,C,ENGL  1102,English Composition II,3.0
736,Troy University,ENG  2205,Transfer Course,Undergraduate,C,LCC  2202,Medieval Lit & Culture,3.0
737,Troy University,ENG  2206,Transfer Course,Undergraduate,C,LCC  2204,Renaissance Lit & Culture,3.0
738,Troy University,GS  101,Transfer Course,Undergraduate,C,ENGL  1101,English Composition I,3.0
739,Troy University,HIS  101,Transfer Course,Undergraduate,C,SS  1XXX,Social Science Elective,3.0
740,Troy University,HIS  102,Transfer Course,Undergraduate,C,SS  1XXX,Social Science Elective,3.0
741,Troy University,HIS  1101,Western Civilization I,Undergraduate,C,HTS  1XXX,"Hist,Tech & Soc Elective",3.0
742,Troy University,HIS  111,Transfer Course,Undergraduate,C,HIST  2111,United States to 1877,3.0
743,Troy University,HIS  1111,Transfer Course,Undergraduate,C,HIST  2111,United States to 1877,3.0
744,Troy University,HIS  1112,Transfer Course,Undergraduate,C,HIST  2112,United States since 1877,3.0
745,Troy University,HIS  112,Transfer Course,Undergraduate,C,HIST  2112,United States since 1877,3.0
746,Troy University,HON  101,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
747,Troy University,HPR  002,Transfer Course,Undergraduate,C,HPS  1XXX,Hlth & Perf Sci Elective,1.0
748,Troy University,HS  2230,Survey of Human Services,Undergraduate,C,FREE  2XXX,Free Elective,3.0
749,Troy University,HS  3325,Wellness Across the Lifespan,Undergraduate,C,APPH  1040,Sci Foundation of Health,2.0
750,Tuskegee University,1FRE  0201,Transfer Course,Undergraduate,C,FREN  2001,French Culture I,3.0
751,Tuskegee University,1FRE  0202,Transfer Course,Undergraduate,C,FREN  2002,French Culture II,3.0
752,Tuskegee University,1GEO  0333,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
753,Tuskegee University,1GEO  0334,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
754,Tuskegee University,1ORE  0100,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
755,Tuskegee University,AENG  0100,Introduction to Aerospace Engr,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
756,Tuskegee University,AENG  0101,Transfer Course,Undergraduate,C,AE  1350,Intro To Aerospace Engr,2.0
757,Tuskegee University,AENG  0200,Intro to Aerospace Engr Lab,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
758,Tuskegee University,BIOL  0112,Transfer Course,Undergraduate,C,BIOL  1XXX,Biology Elective (Non-Lab),3.0
759,Tuskegee University,BIOL  112,Transfer Course,Undergraduate,C,BIOL  1XXX,Biology Elective (Non-Lab),3.0
760,Tuskegee University,CENG  0210,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
761,Tuskegee University,CENG  0220,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
762,Tuskegee University,CENG  0250,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
763,Tuskegee University,CENG  0320,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
764,Tuskegee University,CHEM  0231,Transfer Course,Undergraduate,C,ET  LAB,Credit Awarded w/Lab Section,0.0
765,Tuskegee University,CHEM  0232,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
766,Tuskegee University,CHEM  0233,Transfer Course,Undergraduate,C,CHEM  1XXX,Chemistry Elective,4.0
767,Tuskegee University,CHEM  0234,Transfer Course,Undergraduate,C,CHEM  1310,General Chemistry,4.0
768,Tuskegee University,CSCI  0205,Forgran Programming,Undergraduate,C,CS  1301,Intro to Computing,3.0
769,Tuskegee University,CSCI  0229,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
770,Tuskegee University,ECON  0201,Transfer Course,Undergraduate,C,ECON  2105,Prin of Macroeconomics,3.0
771,Tuskegee University,EENG  0192,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
772,Tuskegee University,EENG  0221,Transfer Course,Undergraduate,C,ECE  3710,Circuits & Electronics,2.0
773,Univ Alabama Birmingham,AC  200,Transfer Course,Undergraduate,C,ACCT  2101,Accounting I,3.0
774,Univ Alabama Birmingham,AC  402,Transfer Course,Undergraduate,C,MGT  4010,Business Taxation,3.0
775,Univ Alabama Birmingham,ANTH  101,Intro to Cultural Anthropology,Undergraduate,C,HUM  1XXX,Humanities Elective,3.0
776,Univ Alabama Birmingham,ANTH  106,Transfer Course,Undergraduate,C,FREE  1XXX,Free Elective,3.0
777,Univ Alabama Birmingham,ARH  101,Transfer Course,Undergraduate,C,ARCH  1XXX,Architecture Elective,3.0
778,Univ Alabama Birmingham,ARH  206,Asian Art (Honors),Undergraduate,C,HUM  2XXX,Humanities Elective,3.0
779,Univ Alabama Birmingham,AST  101,Astronomy of the Universe,Undergraduate,C,PHYS  2022,"Stars, Galaxy & Universe",3.0
780,Univ Alabama Birmingham,AST  111,Astronomy of the Universe Lab,Undergraduate,C,PHYS  2XXX,Physics Elective,1.0
781,Univ Alabama Birmingham,BME  210,Engineering in Biology,Undergraduate,C,BMED  4XXX,Bioengineering Elective,3.0
782,Univ Alabama Birmingham,BME  312,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
783,Univ Alabama Birmingham,BUS  102,Business Foundations,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
784,Univ Alabama Birmingham,BUS  110,Essentials of Financial Lit,Undergraduate,C,GT  4801,Special Topics,1.0
785,Univ Alabama Huntsville,ARH  101,Arh Surv: Renaissance - Modern,Undergraduate,C,HUM  1XXX,Humanities Elective,3.0
786,Univ Alabama Huntsville,ARH  309,Transfer Course,Undergraduate,C,HUM  3XXX,Humanities Elective,3.0
787,Univ Alabama Huntsville,ARS  160,Drawing: Foundations,Undergraduate,C,HUM  1XXX,Humanities Elective,3.0
788,Univ Alabama Huntsville,BYS  119,Transfer Course,Undergraduate,C,BIOL  1510,Biological Principles,4.0
789,Univ Alabama Huntsville,CE  381,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
790,Univ Alabama Huntsville,CH  101,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
791,Univ Alabama Huntsville,CH  105,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
792,Univ Alabama Huntsville,CH  121,General Chemistry I,Undergraduate,C,ET  LAB,Credit Awarded w/CH 125,0.0
793,Univ Alabama Huntsville,CH  123,General Chemistry II,Undergraduate,C,ET  LAB,Credit Awarded w/CH 126,0.0
794,Univ Alabama Huntsville,CH  125,General Chemistry Lab I,Undergraduate,C,CHEM  1211K,Chemical Principles I,4.0
795,Univ Alabama Huntsville,CH  126,General Chemistry Lab II,Undergraduate,C,CHEM  1212K,Chemical Principles II,4.0
796,Univ Alabama Huntsville,CH  331,Transfer Course,Undergraduate,C,CHEM  2311,Organic Chemistry I,3.0
797,Univ Alabama Huntsville,CH  335,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
798,Univ Alabama Huntsville,CHE  123,Transfer Course,Undergraduate,C,ET  LAB,Credit Awarded w/Lab Section,0.0
799,Univ North Alabama,BI  111,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
800,Univ North Alabama,BI  141,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
801,Univ North Alabama,BI  312,Evolution,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
802,Univ North Alabama,BI  421,Ecology,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
803,Univ North Alabama,CH  111,Transfer Course,Undergraduate,C,ET  LAB,Credit Awarded w/CH 111L,0.0
804,Univ North Alabama,CH  111L,Transfer Course,Undergraduate,C,CHEM  1XXX,Chemistry Elective (Lab-Sci),4.0
805,Univ North Alabama,CH  112,Transfer Course,Undergraduate,C,ET  LAB,Credit Awarded w/CHE 112L,0.0
806,Univ North Alabama,CH  112L,Transfer Course,Undergraduate,C,CHEM  1310,General Chemistry,4.0
807,Univ North Alabama,CIS  125,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
808,Univ North Alabama,CIS  225,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
809,Univ North Alabama,COM  201,Transfer Course,Undergraduate,C,FREE  2XXX,Free Elective,3.0
810,Univ North Alabama,COM  300,Transfer Course,Undergraduate,C,LCC  3254,Film History,3.0
811,Univ North Alabama,CS  155,Computer Science I,Undergraduate,C,CS  1301,Computer Science I,3.0
812,Univ North Alabama,EN  111,First-Yr Composition I,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
813,Univ North Alabama,EN  112,First-Yr Composition II,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
814,Univ North Alabama,EN  233,Transfer Course,Undergraduate,C,HUM  2XXX,Humanities Elective,3.0
815,Univ North Alabama,EN  234,Transfer Course,Undergraduate,C,HUM  2XXX,Humanities Elective,3.0
816,Univ North Alabama,EN  304,Transfer Course,Undergraduate,C,HUM  3XXX,Humanities Elective,3.0
817,Univ North Alabama,EN  403,Transfer Course,Undergraduate,C,LCC  3228,Shakespeare,3.0
818,Univ North Alabama,FI  325,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
819,Univ North Alabama,FI  327,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
820,Univ North Alabama,FI  445,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
821,Univ North Alabama,FR  201,Transfer Course,Undergraduate,C,FREN  2001,French Culture I,3.0
822,Univ North Alabama,GE  102,Transfer Course,Undergraduate,C,FREE  1XXX,Free Elective,3.0
823,Univ North Alabama,GE  111,Transfer Course,Undergraduate,C,FREE  1XXX,Free Elective,4.0
824,Univ North Alabama,GE  112,Transfer Course,Undergraduate,C,FREE  1XXX,Free Elective,4.0
825,Univ North Alabama,GE  225,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
826,Univ North Alabama,GE  321,Transfer Course,Undergraduate,C,SS  3XXX,Social Science Elective,3.0
827,Univ North Alabama,GE  324,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
828,Univ North Alabama,GE  390,Transfer Course,Undergraduate,C,FREE  3XXX,Free Elective,3.0
829,Univ North Alabama,GE  402,Transfer Course,Undergraduate,C,SS  4XXX,Social Science Elective,3.0
830,Univ North Alabama,GE  490,Transfer Course,Undergraduate,C,SS  4XXX,Social Science Elective,3.0
831,Univ North Alabama,HI  101,Transfer Course,Undergraduate,C,SS  1XXX,Social Science Elective,3.0
832,Univ North Alabama,HI  102,Transfer Course,Undergraduate,C,SS  1XXX,Social Science Elective,3.0
833,Univ North Alabama,HI  201,United States History to 1877,Undergraduate,C,HIST  2111,United States to 1877,3.0
834,Univ North Alabama,HI  202,US History Since 1877,Undergraduate,C,HIST  2112,United States since 1877,3.0
835,Univ North Alabama,HI  301,Transfer Course,Undergraduate,C,SS  3XXX,Social Science Elective,3.0
836,Univ North Alabama,HI  425,Transfer Course,Undergraduate,C,SS  4XXX,Social Science Elective,3.0
837,Univ North Alabama,HI  429,Transfer Course,Undergraduate,C,HTS  2037,20th Century Europe,3.0
838,Univ North Alabama,HI  444,Transfer Course,Undergraduate,C,SS  4XXX,Social Science Elective,3.0
839,Univ North Alabama,HI  448,Transfer Course,Undergraduate,C,SS  4XXX,Social Science Elective,3.0
840,Univ North Alabama,HI  453,Transfer Course,Undergraduate,C,HTS  3009,The American Civil War,3.0
841,Univ North Alabama,HI  490,Transfer Course,Undergraduate,C,SS  4XXX,Social Science Elective,3.0
842,Univ North Alabama,MA  126,Calculus II,Undergraduate,C,MATH  15X2,Transfer Calculus II,4.0
843,Univ North Alabama,MA  147,Transfer Course,Undergraduate,C,MGT  2250,Management Statistics,3.0
844,Univ North Alabama,MA  227,Transfer Course,Undergraduate,C,MATH  2401,Calculus III,4.0
845,Univ North Alabama,MA  238,Transfer Course,Undergraduate,C,MATH  24X3,Transfer Diff Equations,3.0
846,Univ North Alabama,MU  112,Transfer Course,Undergraduate,C,HUM  1XXX,Humanities Elective,1.0
847,Univ North Alabama,PH  251,Technical Physics,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
848,Univ North Alabama,PH  252,Technical Physics II,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
849,Univ North Alabama,PY  201,Transfer Course,Undergraduate,C,PSYC  1101,General Psychology,3.0
850,Univ South Alabama,ACC  211,Principles of Accounting I,Undergraduate,C,ACCT  2101,Accounting I,3.0
851,Univ South Alabama,ACC  212,Principles of Accounting II,Undergraduate,C,ACCT  2102,Accounting II,3.0
852,Univ South Alabama,ARH  100,Survey of Art,Undergraduate,C,HUM  1XXX,Humanities Elective,3.0
853,Univ South Alabama,ARS  481,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
854,Univ South Alabama,BLY  101,Transfer Course,Undergraduate,C,BIOL  1510,Biological Principles,4.0
855,University Of Mobile,COM  101,Basic Public Speaking,Undergraduate,C,FREE  1XXX,Free Elective,3.0
